AgencyCd,SiteNo,LithologyDescription
CODWR,886,SAND WITH CLAY/SILT
CODWR,886,SANDSTONE
CODWR,886,SAND WITH CLAY/SILT
CODWR,886,SAND WITH GRAVEL
CODWR,886,SAND WITH CLAY/SILT
CODWR,886,SAND WITH GRAVEL
CODWR,886,"SAND, FINE-MED"
CODWR,886,SANDSTONE
CODWR,886,SAND WITH GRAVEL
CODWR,886,SAND WITH CLAY/SILT
CODWR,886,SAND WITH GRAVEL
CODWR,886,"SAND, FINE-MED"
CODWR,886,SAND WITH CLAY/SILT
CODWR,886,SAND WITH CLAY/SILT
CODWR,886,SAND WITH CLAY/SILT
CODWR,886,SAND WITH GRAVEL
CODWR,886,SHALE
CODWR,880,TOPSOIL
CODWR,880,CLAY
CODWR,880,SAND WITH GRAVEL
CODWR,880,SAND WITH CLAY/SILT
CODWR,880,"SAND, FINE-MED"
CODWR,880,SAND WITH CLAY/SILT
CODWR,880,SANDSTONE
CODWR,880,"SAND, FINE-MED"
CODWR,880,SHALE
CODWR,856,TOPSOIL
CODWR,856,SAND WITH CLAY/SILT
CODWR,856,GRAVEL WITH CLAY/SILT
CODWR,856,SAND WITH GRAVEL
CODWR,856,GRAVEL WITH CLAY/SILT
CODWR,856,SAND WITH GRAVEL
CODWR,856,SAND WITH CLAY/SILT
CODWR,856,"SAND, FINE-MED"
CODWR,856,SAND WITH CLAY/SILT
CODWR,856,SHALE
CODWR,149705,TOPSOIL
CODWR,149705,SANDSTONE
CODWR,149705,GRAVEL
CODWR,149705,SANDSTONE
CODWR,149705,SAND WITH CLAY/SILT
CODWR,149705,SANDSTONE
CODWR,149705,"SAND, FINE-MED"
CODWR,149705,SANDSTONE
CODWR,149705,GRAVEL
CODWR,149705,CLAY
CODWR,149705,"SAND, FINE-MED"
CODWR,149705,SANDSTONE
CODWR,149705,"SAND, FINE-MED"
CODWR,149705,SANDSTONE
CODWR,149705,"SAND, FINE-MED"
CODWR,149705,SANDSTONE
CODWR,149705,GRAVEL
CODWR,149705,SHALE
CODWR,149705,SHALE
CODWR,849,TOPSOIL
CODWR,849,CLAY
CODWR,849,SAND WITH GRAVEL
CODWR,849,SAND WITH CLAY/SILT
CODWR,849,"SAND, FINE-MED"
CODWR,849,CLAY
CODWR,849,SANDSTONE
CODWR,849,"SAND, FINE-MED"
CODWR,849,SHALE
CODWR,789,TOPSOIL
CODWR,789,SAND WITH CLAY/SILT
CODWR,789,CLAY
CODWR,789,SAND WITH CLAY/SILT
CODWR,789,GRAVEL
CODWR,789,SAND WITH CLAY/SILT
CODWR,789,SAND WITH CLAY/SILT
CODWR,789,SANDSTONE
CODWR,789,SAND WITH CLAY/SILT
CODWR,789,SANDSTONE
CODWR,789,"SAND, FINE-MED"
CODWR,789,SANDSTONE
CODWR,789,GRAVEL
CODWR,789,"SAND, FINE-MED"
CODWR,789,SANDSTONE
CODWR,789,SAND WITH CLAY/SILT
CODWR,789,"SAND, FINE-MED"
CODWR,789,SAND WITH CLAY/SILT
CODWR,789,SAND WITH CLAY/SILT
CODWR,789,SAND WITH CLAY/SILT
CODWR,789,SAND WITH CLAY/SILT
CODWR,789,SAND WITH GRAVEL
CODWR,789,SHALE
CODWR,792,SAND WITH CLAY/SILT
CODWR,792,SANDSTONE
CODWR,792,SAND WITH CLAY/SILT
CODWR,792,SAND WITH CLAY/SILT
CODWR,792,SANDSTONE
CODWR,792,"SAND, FINE-MED"
CODWR,792,CLAY
CODWR,792,SAND WITH CLAY/SILT
CODWR,792,SANDSTONE
CODWR,792,SANDSTONE
CODWR,792,SANDSTONE
CODWR,792,"SAND, FINE-MED"
CODWR,792,SANDSTONE
CODWR,792,SAND WITH CLAY/SILT
CODWR,792,"SAND, FINE-MED"
CODWR,792,CLAY
CODWR,792,"SAND, FINE-MED"
CODWR,792,SANDSTONE
CODWR,792,"SAND, FINE-MED"
CODWR,792,"SAND, FINE-MED"
CODWR,792,SHALE
CODWR,792,SHALE
CODWR,793,TOPSOIL
CODWR,793,CLAY
CODWR,793,SANDSTONE
CODWR,793,SAND WITH CLAY/SILT
CODWR,793,"SAND, FINE-MED"
CODWR,793,SAND WITH CLAY/SILT
CODWR,793,"SAND, FINE-MED"
CODWR,793,"SAND, FINE-MED"
CODWR,793,SHALE
CODWR,794,TOPSOIL
CODWR,794,SAND WITH CLAY/SILT
CODWR,794,SAND WITH CLAY/SILT
CODWR,794,SANDSTONE
CODWR,794,SANDSTONE
CODWR,794,SAND WITH GRAVEL
CODWR,794,"SAND, FINE-MED"
CODWR,794,SAND WITH CLAY/SILT
CODWR,794,SAND WITH CLAY/SILT
CODWR,794,GRAVEL WITH CLAY/SILT
CODWR,794,SAND WITH CLAY/SILT
CODWR,794,GRAVEL WITH CLAY/SILT
CODWR,794,GRAVEL WITH CLAY/SILT
CODWR,896,TOPSOIL
CODWR,896,CLAY
CODWR,896,SAND WITH GRAVEL
CODWR,896,SAND WITH CLAY/SILT
CODWR,896,"SAND, FINE-MED"
CODWR,896,"SAND, FINE-MED"
CODWR,896,SAND WITH CLAY/SILT
CODWR,896,SANDSTONE
CODWR,896,"SAND, FINE-MED"
CODWR,896,SHALE
CODWR,796,TOPSOIL
CODWR,796,CLAY
CODWR,796,GRAVEL
CODWR,796,SAND WITH CLAY/SILT
CODWR,796,SANDSTONE
CODWR,796,SAND WITH CLAY/SILT
CODWR,796,SANDSTONE
CODWR,796,GRAVEL WITH CLAY/SILT
CODWR,796,SAND WITH GRAVEL
CODWR,796,SAND WITH GRAVEL
CODWR,797,TOPSOIL
CODWR,797,CLAY
CODWR,797,GRAVEL
CODWR,797,CLAY
CODWR,797,GRAVEL
CODWR,797,CLAY
CODWR,797,GRAVEL
CODWR,797,CLAY
CODWR,797,GRAVEL
CODWR,797,CLAY
CODWR,797,GRAVEL
CODWR,797,SANDSTONE
CODWR,797,"SAND, FINE-MED"
CODWR,797,CLAY
CODWR,797,GRAVEL
CODWR,797,CLAY
CODWR,797,GRAVEL
CODWR,797,SHALE
CODWR,801,CLAY
CODWR,801,SAND WITH CLAY/SILT
CODWR,801,SAND WITH GRAVEL
CODWR,801,SAND WITH GRAVEL
CODWR,801,SAND WITH CLAY/SILT
CODWR,801,SAND WITH GRAVEL
CODWR,801,SANDSTONE
CODWR,801,SAND WITH CLAY/SILT
CODWR,801,SAND WITH GRAVEL
CODWR,801,SAND WITH CLAY/SILT
CODWR,801,GRAVEL
CODWR,801,SAND WITH CLAY/SILT
CODWR,801,SAND WITH GRAVEL
CODWR,801,SAND WITH CLAY/SILT
CODWR,801,SANDSTONE
CODWR,801,SAND WITH CLAY/SILT
CODWR,801,SANDSTONE
CODWR,801,SAND WITH GRAVEL
CODWR,801,SAND WITH CLAY/SILT
CODWR,801,"SAND, FINE-MED"
CODWR,801,SAND WITH CLAY/SILT
CODWR,801,GRAVEL WITH CLAY/SILT
CODWR,802,GRAVEL
CODWR,802,SAND WITH CLAY/SILT
CODWR,802,SAND WITH CLAY/SILT
CODWR,802,SAND WITH CLAY/SILT
CODWR,802,GRAVEL WITH CLAY/SILT
CODWR,802,SANDSTONE
CODWR,802,SAND WITH GRAVEL
CODWR,802,SAND WITH GRAVEL
CODWR,802,SAND WITH CLAY/SILT
CODWR,802,"SAND, FINE-MED"
CODWR,802,SAND WITH CLAY/SILT
CODWR,802,SAND WITH CLAY/SILT
CODWR,802,"SAND, FINE-MED"
CODWR,802,SANDSTONE
CODWR,802,"SAND, FINE-MED"
CODWR,802,GRAVEL
CODWR,802,CLAY
CODWR,860,TOPSOIL
CODWR,860,CLAY
CODWR,860,SAND WITH GRAVEL
CODWR,860,SAND WITH CLAY/SILT
CODWR,860,SAND WITH GRAVEL
CODWR,860,"SAND, FINE-MED"
CODWR,860,CLAY
CODWR,860,"SAND, FINE-MED"
CODWR,860,SHALE
CODWR,1042,TOPSOIL
CODWR,1042,CLAY
CODWR,1042,SANDSTONE
CODWR,1042,CLAY
CODWR,1042,"SAND, FINE-MED"
CODWR,1042,SAND WITH CLAY/SILT
CODWR,1042,"SAND, FINE-MED"
CODWR,1042,SAND WITH CLAY/SILT
CODWR,1042,SANDSTONE
CODWR,1042,GRAVEL
CODWR,1042,SAND WITH CLAY/SILT
CODWR,1042,"SAND, FINE-MED"
CODWR,1042,SAND WITH CLAY/SILT
CODWR,1042,"SAND, FINE-MED"
CODWR,1042,SAND WITH CLAY/SILT
CODWR,1042,SAND WITH CLAY/SILT
CODWR,1042,"SAND, FINE-MED"
CODWR,1042,SHALE
CODWR,942,"SAND, FINE-MED"
CODWR,942,"SAND, FINE-MED"
CODWR,942,SAND WITH CLAY/SILT
CODWR,942,"SAND, FINE-MED"
CODWR,942,SAND WITH CLAY/SILT
CODWR,942,"SAND, FINE-MED"
CODWR,942,CLAY
CODWR,942,GRAVEL WITH CLAY/SILT
CODWR,942,SANDSTONE
CODWR,942,GRAVEL
CODWR,942,SAND WITH CLAY/SILT
CODWR,942,GRAVEL
CODWR,942,SAND WITH CLAY/SILT
CODWR,942,GRAVEL
CODWR,942,CLAY
CODWR,916,TOPSOIL
CODWR,916,SAND WITH CLAY/SILT
CODWR,916,SANDSTONE
CODWR,916,SAND WITH CLAY/SILT
CODWR,916,SANDSTONE
CODWR,916,SAND WITH GRAVEL
CODWR,916,SAND WITH CLAY/SILT
CODWR,916,SAND WITH GRAVEL
CODWR,916,CLAY
CODWR,916,SAND WITH GRAVEL
CODWR,916,SAND WITH CLAY/SILT
CODWR,916,SAND WITH GRAVEL
CODWR,916,SHALE
CODWR,946,TOPSOIL
CODWR,946,GRAVEL
CODWR,946,SANDSTONE
CODWR,946,GRAVEL
CODWR,946,SANDSTONE
CODWR,946,GRAVEL
CODWR,946,SANDSTONE
CODWR,946,SAND WITH GRAVEL
CODWR,946,SAND WITH GRAVEL
CODWR,946,CLAY
CODWR,946,SAND WITH CLAY/SILT
CODWR,946,SAND WITH GRAVEL
CODWR,946,GRAVEL WITH CLAY/SILT
CODWR,946,CLAY
CODWR,913,TOPSOIL
CODWR,913,CLAY
CODWR,913,SAND WITH GRAVEL
CODWR,913,SAND WITH CLAY/SILT
CODWR,913,CLAY
CODWR,913,"SAND, FINE-MED"
CODWR,913,CLAY
CODWR,913,"SAND, FINE-MED"
CODWR,913,SANDSTONE
CODWR,913,"SAND, FINE-MED"
CODWR,913,SAND WITH CLAY/SILT
CODWR,913,"SAND, FINE-MED"
CODWR,913,SHALE
CODWR,807,TOPSOIL
CODWR,807,SAND WITH CLAY/SILT
CODWR,807,SANDSTONE
CODWR,807,SAND WITH GRAVEL
CODWR,807,GRAVEL
CODWR,807,SAND WITH CLAY/SILT
CODWR,807,GRAVEL
CODWR,807,SAND WITH CLAY/SILT
CODWR,807,"SAND, FINE-MED"
CODWR,807,SAND WITH CLAY/SILT
CODWR,807,"SAND, FINE-MED"
CODWR,807,SAND WITH CLAY/SILT
CODWR,807,SAND WITH GRAVEL
CODWR,807,CLAY
CODWR,1043,CLAY
CODWR,1043,SANDSTONE
CODWR,1043,"SAND, FINE-MED"
CODWR,1043,SAND WITH CLAY/SILT
CODWR,1043,"SAND, FINE-MED"
CODWR,1043,SAND WITH CLAY/SILT
CODWR,1043,"SAND, FINE-MED"
CODWR,1043,SAND WITH CLAY/SILT
CODWR,1043,"SAND, FINE-MED"
CODWR,1043,SAND WITH CLAY/SILT
CODWR,1043,"SAND, FINE-MED"
CODWR,1043,SAND WITH CLAY/SILT
CODWR,1043,SAND WITH CLAY/SILT
CODWR,1043,SAND WITH CLAY/SILT
CODWR,1043,"SAND, FINE-MED"
CODWR,1043,SAND WITH CLAY/SILT
CODWR,1043,"SAND, FINE-MED"
CODWR,1043,SHALE
CODWR,1016,TOPSOIL
CODWR,1016,GRAVEL
CODWR,1016,GRAVEL
CODWR,1016,GRAVEL WITH CLAY/SILT
CODWR,1016,"SAND, FINE-MED"
CODWR,1016,SANDSTONE
CODWR,1016,"SAND, FINE-MED"
CODWR,1016,SANDSTONE
CODWR,1016,SAND WITH GRAVEL
CODWR,1016,SAND WITH CLAY/SILT
CODWR,1016,SAND WITH GRAVEL
CODWR,1016,SANDSTONE
CODWR,1016,GRAVEL
CODWR,1016,CLAY
CODWR,931,TOPSOIL
CODWR,931,CLAY
CODWR,931,SAND WITH GRAVEL
CODWR,931,CLAY
CODWR,931,SAND WITH GRAVEL
CODWR,931,GRAVEL
CODWR,931,SAND WITH CLAY/SILT
CODWR,931,"SAND, FINE-MED"
CODWR,931,CLAY
CODWR,931,"SAND, FINE-MED"
CODWR,931,SAND WITH GRAVEL
CODWR,931,SHALE
CODWR,939,TOPSOIL
CODWR,939,CLAY
CODWR,939,GRAVEL WITH CLAY/SILT
CODWR,939,SAND WITH GRAVEL
CODWR,939,CLAY
CODWR,939,"SAND, MED-COARSE"
CODWR,939,CLAY
CODWR,939,SAND WITH GRAVEL
CODWR,939,GRAVEL WITH CLAY/SILT
CODWR,939,SHALE
CODWR,952,TOPSOIL
CODWR,952,SAND WITH CLAY/SILT
CODWR,952,SAND WITH GRAVEL
CODWR,952,"SAND, FINE-MED"
CODWR,952,CLAY
CODWR,952,SAND WITH CLAY/SILT
CODWR,952,CLAY
CODWR,952,CLAY
CODWR,952,SAND WITH CLAY/SILT
CODWR,952,"SAND, MED-COARSE"
CODWR,952,CLAY
CODWR,952,SAND WITH GRAVEL
CODWR,952,CLAY
CODWR,952,"SAND, FINE-MED"
CODWR,952,SAND WITH GRAVEL
CODWR,952,SHALE
CODWR,747,"SAND, FINE-MED"
CODWR,747,SAND WITH CLAY/SILT
CODWR,747,SILTSTONE
CODWR,747,"SAND, FINE-MED"
CODWR,747,CLAY
CODWR,747,"SAND, FINE-MED"
CODWR,747,SAND WITH CLAY/SILT
CODWR,747,SHALE
CODWR,910,GRAVEL
CODWR,910,SAND WITH CLAY/SILT
CODWR,910,GRAVEL WITH CLAY/SILT
CODWR,910,SAND WITH CLAY/SILT
CODWR,910,GRAVEL
CODWR,910,SAND WITH CLAY/SILT
CODWR,910,SAND WITH GRAVEL
CODWR,910,SANDSTONE
CODWR,910,"SAND, FINE-MED"
CODWR,910,SAND WITH CLAY/SILT
CODWR,910,"SAND, FINE-MED"
CODWR,910,SAND WITH GRAVEL
CODWR,910,SAND WITH CLAY/SILT
CODWR,910,GRAVEL
CODWR,910,GRAVEL
CODWR,910,GRAVEL
CODWR,910,SAND WITH CLAY/SILT
CODWR,910,GRAVEL
CODWR,910,CLAY
CODWR,800,CLAY
CODWR,800,SAND WITH CLAY/SILT
CODWR,800,SAND WITH CLAY/SILT
CODWR,800,SAND WITH CLAY/SILT
CODWR,800,SAND WITH CLAY/SILT
CODWR,800,SAND WITH CLAY/SILT
CODWR,800,"SAND, FINE-MED"
CODWR,800,SAND WITH CLAY/SILT
CODWR,800,SAND WITH CLAY/SILT
CODWR,800,"SAND, FINE-MED"
CODWR,800,"SAND, FINE-MED"
CODWR,800,"SAND, FINE-MED"
CODWR,800,"SAND, MED-COARSE"
CODWR,800,SHALE
CODWR,805,TOPSOIL
CODWR,805,CLAY
CODWR,805,"SAND, FINE-MED"
CODWR,805,SAND WITH CLAY/SILT
CODWR,805,"SAND, FINE-MED"
CODWR,805,SAND WITH CLAY/SILT
CODWR,805,"SAND, FINE-MED"
CODWR,805,SAND WITH CLAY/SILT
CODWR,805,"SAND, FINE-MED"
CODWR,805,SHALE
CODWR,818,TOPSOIL
CODWR,818,"SAND, FINE-MED"
CODWR,818,SAND WITH CLAY/SILT
CODWR,818,SAND WITH GRAVEL
CODWR,818,SAND WITH CLAY/SILT
CODWR,818,"SAND, FINE-MED"
CODWR,818,SAND WITH CLAY/SILT
CODWR,818,"SAND, FINE-MED"
CODWR,818,SAND WITH CLAY/SILT
CODWR,818,"SAND, FINE-MED"
CODWR,818,SAND WITH CLAY/SILT
CODWR,818,SAND WITH CLAY/SILT
CODWR,818,SHALE
CODWR,149843,TOPSOIL
CODWR,149843,CLAY
CODWR,149843,SAND WITH GRAVEL
CODWR,149843,SAND WITH CLAY/SILT
CODWR,149843,SAND WITH GRAVEL
CODWR,149843,SAND WITH CLAY/SILT
CODWR,149843,SAND WITH GRAVEL
CODWR,149843,SAND WITH CLAY/SILT
CODWR,149843,"SAND, FINE-MED"
CODWR,149843,SHALE
CODWR,867,TOPSOIL
CODWR,867,CLAY
CODWR,867,SAND WITH GRAVEL
CODWR,867,SAND WITH CLAY/SILT
CODWR,867,SAND WITH GRAVEL
CODWR,867,SAND WITH CLAY/SILT
CODWR,867,"SAND, FINE-MED"
CODWR,867,SAND WITH CLAY/SILT
CODWR,867,"SAND, FINE-MED"
CODWR,867,SAND WITH CLAY/SILT
CODWR,867,"SAND, FINE-MED"
CODWR,867,CLAY
CODWR,867,"SAND, FINE-MED"
CODWR,867,SHALE
CODWR,890,TOPSOIL
CODWR,890,SAND WITH GRAVEL
CODWR,890,CLAY
CODWR,890,"SAND, MED-COARSE"
CODWR,890,CLAY
CODWR,890,"SAND, FINE-MED"
CODWR,890,SAND WITH CLAY/SILT
CODWR,890,"SAND, FINE-MED"
CODWR,890,CLAY
CODWR,890,"SAND, FINE-MED"
CODWR,890,CLAY
CODWR,890,GRAVEL
CODWR,890,SHALE
CODWR,929,CLAY
CODWR,929,GRAVEL
CODWR,929,CLAY
CODWR,929,SAND WITH CLAY/SILT
CODWR,929,"SAND, FINE-MED"
CODWR,929,CLAY
CODWR,929,GRAVEL
CODWR,929,SANDSTONE
CODWR,929,GRAVEL
CODWR,929,CLAY
CODWR,929,SHALE
CODWR,850,TOPSOIL
CODWR,850,CLAY
CODWR,850,CLAY
CODWR,850,SAND WITH CLAY/SILT
CODWR,850,SAND WITH GRAVEL
CODWR,850,SAND WITH CLAY/SILT
CODWR,850,SANDSTONE
CODWR,850,SAND WITH CLAY/SILT
CODWR,850,SANDSTONE
CODWR,850,SAND WITH CLAY/SILT
CODWR,850,CLAY
CODWR,850,SAND WITH CLAY/SILT
CODWR,850,"SAND, FINE-MED"
CODWR,850,"SAND, FINE-MED"
CODWR,850,SHALE
CODWR,853,TOPSOIL
CODWR,853,SANDSTONE
CODWR,853,GRAVEL
CODWR,853,SAND WITH CLAY/SILT
CODWR,853,SANDSTONE
CODWR,853,GRAVEL
CODWR,853,CLAY
CODWR,853,SANDSTONE
CODWR,853,SAND WITH CLAY/SILT
CODWR,853,SANDSTONE
CODWR,853,GRAVEL
CODWR,853,SANDSTONE
CODWR,853,GRAVEL
CODWR,853,SANDSTONE
CODWR,853,GRAVEL
CODWR,853,CLAY
CODWR,853,"SAND, FINE-MED"
CODWR,853,SANDSTONE
CODWR,853,SHALE
CODWR,149839,TOPSOIL
CODWR,149839,CLAY
CODWR,149839,SAND WITH CLAY/SILT
CODWR,149839,SAND WITH GRAVEL
CODWR,149839,SANDSTONE
CODWR,149839,SAND WITH GRAVEL
CODWR,149839,SANDSTONE
CODWR,149839,SANDSTONE
CODWR,149839,SAND WITH GRAVEL
CODWR,149839,SAND WITH CLAY/SILT
CODWR,149839,SAND WITH GRAVEL
CODWR,149839,SAND WITH CLAY/SILT
CODWR,149839,SAND WITH GRAVEL
CODWR,149839,SAND WITH CLAY/SILT
CODWR,149839,SAND WITH GRAVEL
CODWR,149839,SHALE
CODWR,149853,TOPSOIL
CODWR,149853,GRAVEL
CODWR,149853,SAND WITH CLAY/SILT
CODWR,149853,GRAVEL
CODWR,149853,SAND WITH CLAY/SILT
CODWR,149853,SAND WITH GRAVEL
CODWR,149853,SANDSTONE
CODWR,149853,GRAVEL
CODWR,149853,SHALE
CODWR,908,SAND WITH CLAY/SILT
CODWR,908,"SAND, FINE-MED"
CODWR,908,SANDSTONE
CODWR,908,"SAND, FINE-MED"
CODWR,908,SAND WITH CLAY/SILT
CODWR,908,"SAND, FINE-MED"
CODWR,908,SHALE
CODWR,908,SHALE
CODWR,149841,TOPSOIL
CODWR,149841,CLAY
CODWR,149841,"SAND, FINE-MED"
CODWR,149841,SAND WITH CLAY/SILT
CODWR,149841,"SAND, FINE-MED"
CODWR,149841,SAND WITH CLAY/SILT
CODWR,149841,"SAND, FINE-MED"
CODWR,149841,SAND WITH CLAY/SILT
CODWR,149841,"SAND, FINE-MED"
CODWR,149841,SANDSTONE
CODWR,149841,"SAND, FINE-MED"
CODWR,149841,SHALE
CODWR,149701,CLAY
CODWR,149701,SANDSTONE
CODWR,149701,SAND WITH CLAY/SILT
CODWR,149701,CLAY
CODWR,149701,"SAND, FINE-MED"
CODWR,149701,"SAND, FINE-MED"
CODWR,149701,CLAY
CODWR,149701,SHALE
CODWR,149702,TOPSOIL
CODWR,149702,CLAY
CODWR,149702,GRAVEL
CODWR,149702,SANDSTONE
CODWR,149702,SAND WITH CLAY/SILT
CODWR,149702,"SAND, FINE-MED"
CODWR,149702,SAND WITH CLAY/SILT
CODWR,149702,"SAND, FINE-MED"
CODWR,149702,SHALE
CODWR,149711,GRAVEL
CODWR,149711,"SAND, FINE-MED"
CODWR,149711,SAND WITH CLAY/SILT
CODWR,149711,GRAVEL WITH CLAY/SILT
CODWR,149711,GRAVEL
CODWR,149711,SAND WITH GRAVEL
CODWR,149711,GRAVEL
CODWR,149711,SAND WITH CLAY/SILT
CODWR,149711,CLAY
CODWR,911,TOPSOIL
CODWR,911,CLAY
CODWR,911,SANDSTONE
CODWR,911,SAND WITH CLAY/SILT
CODWR,911,SAND WITH GRAVEL
CODWR,911,SANDSTONE
CODWR,911,"SAND, FINE-MED"
CODWR,911,"SAND, FINE-MED"
CODWR,911,SANDSTONE
CODWR,911,"SAND, FINE-MED"
CODWR,911,CLAY
CODWR,911,SAND WITH GRAVEL
CODWR,911,SHALE
CODWR,1020,TOPSOIL
CODWR,1020,SAND WITH CLAY/SILT
CODWR,1020,SAND WITH CLAY/SILT
CODWR,1020,GRAVEL
CODWR,1020,GRAVEL
CODWR,1020,SAND WITH CLAY/SILT
CODWR,1020,SAND WITH CLAY/SILT
CODWR,1020,SAND WITH CLAY/SILT
CODWR,1020,"SAND, FINE-MED"
CODWR,1020,SHALE
CODWR,149712,TOPSOIL
CODWR,149712,CLAY
CODWR,149712,SAND WITH CLAY/SILT
CODWR,149712,SAND WITH GRAVEL
CODWR,149712,SAND WITH CLAY/SILT
CODWR,149712,SAND WITH CLAY/SILT
CODWR,149712,"SAND, FINE-MED"
CODWR,149712,"SAND, FINE-MED"
CODWR,149712,SHALE
CODWR,149689,TOPSOIL
CODWR,149689,CLAY
CODWR,149689,SAND WITH CLAY/SILT
CODWR,149689,"SAND, FINE-MED"
CODWR,149689,SANDSTONE
CODWR,149689,"SAND, FINE-MED"
CODWR,149689,SAND WITH CLAY/SILT
CODWR,149689,"SAND, FINE-MED"
CODWR,149689,SAND WITH CLAY/SILT
CODWR,149689,"SAND, FINE-MED"
CODWR,149689,SHALE
CODWR,149690,TOPSOIL
CODWR,149690,CLAY
CODWR,149690,"SAND, FINE-MED"
CODWR,149690,SAND WITH CLAY/SILT
CODWR,149690,CLAY
CODWR,149690,"SAND, MED-COARSE"
CODWR,149690,SAND WITH CLAY/SILT
CODWR,149690,CLAY
CODWR,149690,SHALE
CODWR,149691,SAND WITH CLAY/SILT
CODWR,149691,"SAND, FINE-MED"
CODWR,149691,CLAY
CODWR,149691,CLAY
CODWR,149691,"SAND, FINE-MED"
CODWR,149691,CLAY
CODWR,149691,CLAY
CODWR,149691,"SAND, FINE-MED"
CODWR,149691,SHALE
CODWR,149692,TOPSOIL
CODWR,149692,CLAY
CODWR,149692,SAND WITH GRAVEL
CODWR,149692,SAND WITH CLAY/SILT
CODWR,149692,SAND WITH GRAVEL
CODWR,149692,SAND WITH CLAY/SILT
CODWR,149692,SAND WITH GRAVEL
CODWR,149692,SANDSTONE
CODWR,149692,SAND WITH CLAY/SILT
CODWR,149692,"SAND, FINE-MED"
CODWR,149692,SAND WITH CLAY/SILT
CODWR,149692,"SAND, FINE-MED"
CODWR,149692,SHALE
CODWR,914,TOPSOIL
CODWR,914,CLAY
CODWR,914,SANDSTONE
CODWR,914,SAND WITH CLAY/SILT
CODWR,914,SAND WITH GRAVEL
CODWR,914,SAND WITH CLAY/SILT
CODWR,914,"SAND, FINE-MED"
CODWR,914,SANDSTONE
CODWR,914,SAND WITH CLAY/SILT
CODWR,914,"SAND, FINE-MED"
CODWR,914,SAND WITH CLAY/SILT
CODWR,914,SAND WITH CLAY/SILT
CODWR,914,SHALE
CODWR,1118,TOPSOIL
CODWR,1118,SAND WITH CLAY/SILT
CODWR,1118,SAND WITH CLAY/SILT
CODWR,1118,SAND WITH GRAVEL
CODWR,1118,SAND WITH GRAVEL
CODWR,1118,SAND WITH GRAVEL
CODWR,1118,SAND WITH CLAY/SILT
CODWR,1118,SAND WITH CLAY/SILT
CODWR,1118,SAND WITH GRAVEL
CODWR,1118,SAND WITH CLAY/SILT
CODWR,1118,"SAND, FINE-MED"
CODWR,1118,SAND WITH GRAVEL
CODWR,1118,GRAVEL WITH CLAY/SILT
CODWR,1118,SHALE
CODWR,1022,TOPSOIL
CODWR,1022,SAND WITH CLAY/SILT
CODWR,1022,SAND WITH GRAVEL
CODWR,1022,GRAVEL
CODWR,1022,SANDSTONE
CODWR,1022,GRAVEL WITH CLAY/SILT
CODWR,1022,SAND WITH CLAY/SILT
CODWR,1022,SAND WITH CLAY/SILT
CODWR,1022,GRAVEL WITH CLAY/SILT
CODWR,1022,GRAVEL WITH CLAY/SILT
CODWR,1022,GRAVEL WITH CLAY/SILT
CODWR,1022,CLAY
CODWR,1022,SAND WITH CLAY/SILT
CODWR,1022,SAND WITH CLAY/SILT
CODWR,1022,"SAND, FINE-MED"
CODWR,1022,"SAND, FINE-MED"
CODWR,1022,SAND WITH CLAY/SILT
CODWR,1022,SAND WITH CLAY/SILT
CODWR,1022,SAND WITH GRAVEL
CODWR,1022,SAND WITH GRAVEL
CODWR,1022,SHALE
CODWR,149693,TOPSOIL
CODWR,149693,CLAY
CODWR,149693,"SAND, FINE-MED"
CODWR,149693,SAND WITH CLAY/SILT
CODWR,149693,SAND WITH CLAY/SILT
CODWR,149693,SAND WITH CLAY/SILT
CODWR,149693,"SAND, FINE-MED"
CODWR,149693,SAND WITH CLAY/SILT
CODWR,149693,SAND WITH GRAVEL
CODWR,149693,SAND WITH CLAY/SILT
CODWR,149693,"SAND, FINE-MED"
CODWR,149693,SHALE
CODWR,149694,TOPSOIL
CODWR,149694,"SAND, FINE-MED"
CODWR,149694,CLAY
CODWR,149694,SAND WITH CLAY/SILT
CODWR,149694,"SAND, FINE-MED"
CODWR,149694,SAND WITH CLAY/SILT
CODWR,149694,SAND WITH CLAY/SILT
CODWR,149694,GRAVEL WITH CLAY/SILT
CODWR,149694,CLAY
CODWR,149694,SAND WITH CLAY/SILT
CODWR,149694,SAND WITH GRAVEL
CODWR,149694,SHALE
CODWR,152879,CLAY
CODWR,152879,SANDSTONE
CODWR,152879,SAND WITH GRAVEL
CODWR,152879,SAND WITH CLAY/SILT
CODWR,152879,SAND WITH GRAVEL
CODWR,152879,SAND WITH CLAY/SILT
CODWR,152879,SAND WITH GRAVEL
CODWR,152879,SAND WITH CLAY/SILT
CODWR,152879,SAND WITH CLAY/SILT
CODWR,152879,SAND WITH CLAY/SILT
CODWR,152879,SAND WITH CLAY/SILT
CODWR,152879,"SAND, FINE-MED"
CODWR,152879,SHALE
CODWR,152880,TOPSOIL
CODWR,152880,CLAY
CODWR,152880,SAND WITH GRAVEL
CODWR,152880,SANDSTONE
CODWR,152880,SAND WITH GRAVEL
CODWR,152880,SAND WITH CLAY/SILT
CODWR,152880,SANDSTONE
CODWR,152880,SAND WITH CLAY/SILT
CODWR,152880,"SAND, FINE-MED"
CODWR,152880,SAND WITH CLAY/SILT
CODWR,152880,"SAND, FINE-MED"
CODWR,152880,SHALE
