site,data_type,trend,h,p,z,Tau,s,var_s,slope,intercept,slope m/20y
#1159806,level,no trend,False,0.0880601127095626,1.705720598052533,0.3006535947712418,46,696.0,0.01499999999999998,-31.4825,1.199999999999998
#1160204,level,decreasing,True,1.302557617322009e-09,-6.067081150290519,-0.9894736842105263,-188,950.0,-0.6614285714285708,-71.65142857142858,-52.91428571428567
#1160302,level,decreasing,True,6.337286251323349e-09,-5.807604856892953,-0.9766081871345029,-167,817.0,-0.8646666666666676,-79.588,-69.1733333333334
#1160502,level,decreasing,True,6.340237668212012e-09,-5.807526876481298,-0.9473684210526315,-180,950.0,-0.4065384615384618,-78.47788461538461,-32.52307692307695
#1160605,level,decreasing,True,2.890011474576681e-08,-5.547972602672079,-0.9052631578947369,-172,950.0,-0.6011538461538457,-77.95903846153846,-48.09230769230766
#1160803,level,decreasing,True,3.126904049466361e-06,-4.662302968010255,-0.8104575163398693,-124,696.0,-0.08500000000000085,-53.62749999999998,-6.800000000000068
#1160804,level,decreasing,True,1.364781865298426e-08,-5.677749739576689,-0.9263157894736842,-176,950.0,-0.4412215909090908,-84.12339488636364,-35.29772727272726
#1160902,level,decreasing,True,1.364781865298426e-08,-5.677749739576689,-0.9263157894736842,-176,950.0,-0.7325000000000004,-75.17124999999999,-58.60000000000003
#1161605,level,decreasing,True,2.07444509792154e-06,-4.746033363511685,-0.7736842105263158,-147,946.3333333333334,-0.1609999999999999,-24.6655,-12.88
#1162201,level,increasing,True,0.0002624415032328464,3.64980300110878,0.5947368421052631,113,941.6666666666666,0.02656862745097998,-42.51240196078432,2.125490196078399
#1162301,level,increasing,True,0.0001549027146052762,3.783074998161918,0.6374269005847953,109,815.0,0.02499999999999976,-47.265,1.999999999999981
#1162401,level,no trend,False,0.5283593272709488,0.6305124996936529,0.1111111111111111,19,815.0,0.01384615384615382,-17.85461538461539,1.107692307692306
#1162601,level,increasing,True,0.0003491871345338016,3.5757785615499,0.5842105263157895,111,946.3333333333334,0.05257575757575773,-45.5244696969697,4.206060606060618
#1162702,level,decreasing,True,0.004120102888570676,-2.86881685701941,-0.4853801169590643,-83,817.0,-0.09583333333333321,-32.7975,-7.666666666666657
#1162801,level,no trend,False,0.07435290536856365,-1.784435632438388,-0.2947368421052631,-56,950.0,-0.1610555555555555,-35.56497222222222,-12.88444444444444
#1163401,level,increasing,True,0.04218896045513598,2.03165138790177,0.3450292397660819,59,815.0,0.0250000000000001,-47.655,2.000000000000008
#1163502,level,no trend,False,0.9741177473553713,0.03244428422615251,0.01052631578947368,2,950.0,0.0008391608391606225,-76.99297202797203,0.0671328671328498
#1163601,level,no trend,False,0.2933255737660212,-1.050854166156088,-0.1812865497076023,-31,815.0,-0.0074999999999991,-77.2125,-0.599999999999928
#1163801,level,increasing,True,0.005128563605699465,2.798845714165278,0.4736842105263158,81,817.0,0.02999999999999985,-65.77,2.399999999999988
#1164701,level,no trend,False,0.2716624523251772,-1.09924216318941,-0.196078431372549,-30,696.0,-0.01733333333333368,-77.01766666666666,-1.386666666666694
#1176,level,decreasing,True,4.914153728385884e-08,-5.454388937365706,-0.9477124183006536,-145,697.0,-0.6333333333333341,-21.68166666666666,-50.66666666666673
#1181,level,decreasing,True,1.050254663237382e-07,-5.317806856914029,-0.8947368421052632,-153,817.0,-0.2858333333333333,-39.7075,-22.86666666666667
#121,level,no trend,False,0.6728641733841674,-0.4222203716000601,-0.07368421052631578,-14,948.0,-0.005277777777778405,-61.77486111111111,-0.4222222222222724
#1219,level,decreasing,True,9.06213368789821e-08,-5.344591207231269,-0.9281045751633987,-142,696.0,-0.2650000000000006,-36.3375,-21.20000000000005
#1246,level,decreasing,True,2.897470929852375e-09,-5.937304013385909,-0.968421052631579,-184,950.0,-0.4599999999999994,-80.86000000000001,-36.79999999999995
#1316,level,decreasing,True,8.67976357454836e-10,-6.131969718742824,-1.0,-190,950.0,-0.7304166666666692,-75.03104166666664,-58.43333333333354
#1354,level,decreasing,True,9.60084745038614e-09,-5.737633714038821,-0.9649122807017544,-165,817.0,-0.7676470588235292,-62.67117647058824,-61.41176470588234
#1362,level,decreasing,True,6.340237668212012e-09,-5.807526876481298,-0.9473684210526315,-180,950.0,-0.9262499999999998,-59.855625,-74.09999999999998
#14,level,increasing,True,0.002197578774729259,3.062143765872579,0.5,95,942.3333333333334,0.01281746031746042,-60.54676587301587,1.025396825396834
#1421,level,decreasing,True,2.135785457180184e-05,-4.250201233625979,-0.6947368421052632,-132,950.0,-0.2290000000000003,-52.2945,-18.32000000000002
#152226,level,no trend,False,0.18262430316787,-1.332718185280599,-0.2280701754385965,-39,813.0,-0.02181818181818184,-12.24363636363636,-1.745454545454547
#1536,level,decreasing,True,5.760343002592094e-08,-5.426085325608538,-0.9122807017543859,-156,816.0,-0.3523076923076922,-76.31923076923077,-28.18461538461537
#1584,level,decreasing,True,4.933940267459747e-07,-5.028864055053639,-0.8210526315789474,-156,950.0,-0.292470588235295,-66.85152941176469,-23.3976470588236
#1623,level,decreasing,True,1.302557617322009e-09,-6.067081150290519,-0.9894736842105263,-188,950.0,-1.434374999999999,-73.66843750000001,-114.7499999999999
#1638,level,decreasing,True,1.302557617322009e-09,-6.067081150290519,-0.9894736842105263,-188,950.0,-1.090999999999999,-62.6405,-87.27999999999994
#1675,level,decreasing,True,6.337286251323349e-09,-5.807604856892953,-0.9766081871345029,-167,817.0,-0.2242857142857143,-39.57142857142858,-17.94285714285715
#1679,level,decreasing,True,1.379049616945238e-06,-4.828008856935105,-0.8128654970760234,-139,817.0,-0.3349999999999973,-41.49500000000002,-26.79999999999978
#1721,level,decreasing,True,6.340237668212012e-09,-5.807526876481298,-0.9473684210526315,-180,950.0,-0.4555952380952379,-36.30184523809523,-36.44761904761903
#1771,level,decreasing,True,1.364781865298426e-08,-5.677749739576689,-0.9263157894736842,-176,950.0,-1.039166666666667,-83.95791666666666,-83.13333333333333
#1810,level,decreasing,True,7.529158265739966e-06,-4.478153142664445,-0.7543859649122807,-129,817.0,-0.2399999999999949,-81.10000000000005,-19.19999999999959
#2301401,level,decreasing,True,1.739167987402368e-08,-5.636127338212739,-0.9473684210526315,-162,816.0,-1.087,-69.647,-86.96000000000004
#2301704,level,decreasing,True,2.172249380372193e-08,-5.597691428330557,-0.9415204678362573,-161,817.0,-0.3876923076923071,-65.56076923076924,-31.01538461538457
#2301802,level,decreasing,True,3.244187474216176e-08,-5.527720285476424,-0.9298245614035088,-159,817.0,-0.8987499999999997,-64.77125000000001,-71.89999999999998
#2301901,level,no trend,False,0.344562365325698,-0.9451890567189065,-0.1637426900584795,-28,816.0,-0.02999999999999985,-49.44,-2.399999999999988
#2302104,level,decreasing,True,9.321268867878985e-09,-5.742638308028994,-0.9368421052631579,-178,950.0,-0.6922649572649575,-71.5184829059829,-55.3811965811966
#2302302,level,no trend,False,0.8064184798032752,-0.2450490147049017,-0.04678362573099415,-8,816.0,-0.00333333333333267,-35.93000000000001,-0.2666666666666136
#2302411,level,decreasing,True,3.199674014631171e-08,-5.530144339273563,-0.9607843137254902,-147,697.0,-1.238461538461539,-70.75307692307692,-99.07692307692314
#2302501,level,decreasing,True,1.333974308792563e-08,-5.681655143089277,-0.9869281045751634,-151,697.0,-1.4,-70.20500000000001,-112.0
#2302703,level,decreasing,True,0.002591493103918818,-3.012448609647453,-0.5087719298245614,-87,815.0,-0.04833333333333319,-43.41500000000001,-3.866666666666656
#2302801,level,decreasing,True,0.02287864104445436,-2.275455136545516,-0.3859649122807017,-66,816.0,-0.05374999999999996,-53.38625,-4.299999999999997
#2302901,level,decreasing,True,1.333974308792563e-08,-5.681655143089277,-0.9869281045751634,-151,697.0,-1.565,-64.9925,-125.2
#2303103,level,increasing,True,0.0325127751636296,2.138048893559984,0.3625730994152047,62,814.0,0.01444444444444394,-37.06999999999999,1.155555555555515
#2303201,level,decreasing,True,2.660578719559936e-07,-5.146029308802936,-0.8654970760233918,-148,816.0,-0.1699999999999993,-38.27,-13.59999999999995
#2303304,level,decreasing,True,1.954839812023934e-06,-4.758037714080973,-0.8011695906432749,-137,817.0,-0.09666666666666639,-42.27,-7.733333333333311
#2303702,level,decreasing,True,7.974629838702896e-07,-4.935987296198734,-0.8304093567251462,-142,816.0,-0.1739999999999995,-64.16400000000002,-13.91999999999996
#2303802,level,decreasing,True,1.946706129629661e-09,-6.002192581838214,-0.9789473684210527,-186,950.0,-1.051250000000001,-75.70812499999998,-84.10000000000011
#2303903,level,decreasing,True,5.125446955744906e-09,-5.84304725845076,-0.9526315789473684,-181,949.0,-0.1119090909090913,-63.78186363636363,-8.952727272727305
#2304106,level,decreasing,True,0.0355788332395941,-2.101708332312176,-0.3567251461988304,-61,815.0,-0.04750000000000298,-65.54249999999998,-3.800000000000239
#2304405,level,decreasing,True,3.29497895634745e-09,-5.916183355018341,-0.9941520467836257,-170,816.0,-0.1400000000000006,-35.23999999999999,-11.20000000000005
#2304602,level,decreasing,True,1.990082609815147e-08,-5.612861171124384,-0.9157894736842105,-174,950.0,-0.6547727272727268,-78.46965909090909,-52.38181818181815
#2304701,level,decreasing,True,1.447586850389371e-08,-5.667662571184689,-0.9532163742690059,-163,817.0,-0.1866666666666662,-53.76000000000001,-14.9333333333333
#2304802,level,decreasing,True,1.538964384817376e-07,-5.247835714059897,-0.8830409356725146,-151,817.0,-0.9017647058823528,-70.01411764705882,-72.14117647058822
#2305202,level,decreasing,True,1.538964384817376e-07,-5.247835714059897,-0.8830409356725146,-151,817.0,-0.4300000000000002,-81.08,-34.40000000000001
#2305602,level,decreasing,True,1.050254663237382e-07,-5.317806856914029,-0.8947368421052632,-153,817.0,-0.3421428571428576,-85.43071428571429,-27.37142857142861
#2305701,level,decreasing,True,5.485078407474475e-06,-4.545324114471422,-0.7908496732026143,-121,697.0,-0.6899999999999977,-81.50500000000002,-55.19999999999982
#2305803,level,decreasing,True,5.760343002592094e-08,-5.426085325608538,-0.9122807017543859,-156,816.0,-0.5125000000000002,-84.8675,-41.00000000000001
#2306113,level,no trend,False,0.6742358755985722,0.4203416664624353,0.07602339181286549,13,815.0,0.00416666666666643,-42.69749999999999,0.3333333333333144
#2306303,level,no trend,False,0.699830117284874,0.3855498004780299,0.07017543859649122,12,814.0,0.01142857142857119,-58.52285714285714,0.9142857142856948
#2306503,level,decreasing,True,0.0001662032544145209,-3.765519344334934,-0.6157894736842106,-117,949.0,-0.1334848484848494,-89.27689393939393,-10.67878787878795
#2306601,level,decreasing,True,8.474900488053549e-07,-4.924101124010706,-0.8562091503267973,-131,697.0,-0.2299999999999969,-85.66500000000003,-18.39999999999975
#2306704,level,decreasing,True,1.479961647232741e-06,-4.813922576726037,-0.8366013071895425,-128,696.0,-0.6085714285714293,-83.28214285714286,-48.68571428571435
#2307404,level,decreasing,True,4.556609702888181e-07,-5.044099997549223,-0.847953216374269,-145,815.0,-0.1128571428571427,-87.55428571428571,-9.02857142857142
#2307501,level,decreasing,True,1.818715027024354e-06,-4.772590320194992,-0.8300653594771242,-127,697.0,-0.09461538461538492,-92.04076923076923,-7.569230769230794
#2307702,level,decreasing,True,4.914153728385884e-08,-5.454388937365706,-0.9477124183006536,-145,697.0,-0.0990909090909081,-67.59772727272728,-7.927272727272649
#2307901,level,decreasing,True,0.001444356041115924,-3.185637191163722,-0.5380116959064327,-92,816.0,-0.2074999999999996,-90.7125,-16.59999999999997
#2308201,level,decreasing,True,0.002253687088268563,-3.054589567101029,-0.5,-95,947.0,-0.03381818181818219,-86.04872727272728,-2.705454545454575
#2308401,level,decreasing,True,0.0001662032544145209,-3.765519344334934,-0.6157894736842106,-117,949.0,-0.08619047619047529,-91.31119047619048,-6.895238095238023
#2308503,level,decreasing,True,2.169278752184312e-07,-5.184213886370035,-0.8713450292397661,-149,815.0,-0.1500000000000057,-88.96999999999994,-12.00000000000045
#2308701,level,decreasing,True,4.29490776276964e-09,-5.872415444933604,-0.9578947368421052,-182,950.0,-0.1580357142857137,-91.19866071428571,-12.64285714285709
#2309201,level,decreasing,True,0.02497286448104563,-2.241822221132988,-0.3801169590643275,-65,815.0,-0.03000000000000012,-36.2,-2.40000000000001
#2311103,level,decreasing,True,1.827854518854366e-07,-5.216043313004336,-0.8771929824561403,-150,816.0,-0.1827272727272732,-70.18545454545453,-14.61818181818185
#2311601,level,decreasing,True,3.199674014631171e-08,-5.530144339273563,-0.9607843137254902,-147,697.0,-0.1486666666666669,-54.57133333333334,-11.89333333333335
#2311801,level,decreasing,True,2.08573184123928e-06,-4.74493511250702,-0.8235294117647058,-126,694.0,-0.1600000000000108,-69.71499999999989,-12.80000000000086
#2312102,level,decreasing,True,1.624853296355866e-08,-5.64783042466283,-0.9803921568627451,-150,696.0,-0.6450000000000001,-73.3125,-51.60000000000001
#2312402,level,decreasing,True,1.447586850389371e-08,-5.667662571184689,-0.9532163742690059,-163,817.0,-0.8521428571428566,-79.52071428571429,-68.17142857142854
#2312801,level,decreasing,True,9.60084745038614e-09,-5.737633714038821,-0.9649122807017544,-165,817.0,-0.8668750000000003,-66.24812499999999,-69.35000000000002
#2312803,level,decreasing,True,1.333974308792563e-08,-5.681655143089277,-0.9869281045751634,-151,697.0,-0.6190909090909092,-62.54772727272727,-49.52727272727274
#2313302,level,decreasing,True,6.461911738808723e-06,-4.510683359294475,-0.7843137254901961,-120,696.0,-0.4881818181818186,-85.96045454545455,-39.05454545454549
#2313303,level,decreasing,True,2.585941272226222e-07,-5.151367329734278,-0.8954248366013072,-137,697.0,-0.1899999999999991,-81.11,-15.19999999999993
#2315204,level,no trend,False,0.06413015361616314,-1.851273937015648,-0.3052631578947368,-58,948.0,-0.08265151515151416,-100.1648106060606,-6.612121212121132
#2316101,level,decreasing,True,0.0005104755720433118,-3.475198443169726,-0.5684210526315789,-108,948.0,-0.09102380952380906,-102.3452738095238,-7.281904761904725
#2319304,level,decreasing,True,7.505330357204798e-08,-5.378633535457849,-0.934640522875817,-143,697.0,-0.4264285714285713,-67.65035714285715,-34.11428571428571
#2319601,level,decreasing,True,2.585941272226222e-07,-5.151367329734278,-0.8954248366013072,-137,697.0,-0.3120000000000004,-66.523,-24.96000000000004
#2321101,level,decreasing,True,3.092480152733224e-05,-4.166547104932136,-0.7254901960784313,-111,697.0,-0.3354545454545452,-83.52363636363637,-26.83636363636362
#2321903,level,decreasing,True,0.0006520313225351071,-3.408993085853566,-0.5947712418300654,-91,697.0,-0.3239999999999995,-71.721,-25.91999999999996
#2324203,level,no trend,False,0.700180350768665,0.3850770231077027,0.07017543859649122,12,816.0,0.004999999999999893,-79.775,0.3999999999999915
#2325,level,decreasing,True,5.830995042366283e-08,-5.423907850554619,-0.8842105263157894,-168,948.0,-0.07500000000000032,-41.93249999999999,-6.000000000000025
#2328602,level,decreasing,True,0.002138459475804488,-3.070297076494559,-0.5359477124183006,-82,696.0,-0.3525,-38.89375,-28.2
#2329201,level,decreasing,True,0.003515197211263921,-2.918677467778778,-0.5098039215686274,-78,696.0,-0.3127272727272725,-53.95681818181819,-25.0181818181818
#2330103,level,decreasing,True,1.402433724706498e-12,-7.083821696137164,-0.539873417721519,-1706,57931.33333333334,-0.03020232589048399,-64.913119238437,-2.416186071238719
#2335503,level,decreasing,True,2.757983089907157e-06,-4.688066571226841,-0.7894736842105263,-135,817.0,-0.5009090909090907,-43.28181818181818,-40.07272727272726
#2335707,level,decreasing,True,7.83774776147439e-06,-4.469568712563564,-0.7777777777777778,-119,697.0,-0.4599999999999999,-44.20500000000001,-36.79999999999999
#2350506,level,no trend,False,0.8795727890074994,0.1515108038157141,0.03267973856209151,5,697.0,0.008000000000000007,-13.283,0.6400000000000006
#23621,level,no trend,False,0.07435290536856365,-1.784435632438388,-0.2947368421052631,-56,950.0,-0.05166666666666633,-32.93916666666667,-4.133333333333306
#2408301,level,decreasing,True,3.880385901489092e-08,-5.496210815947049,-0.954248366013072,-146,696.0,-0.711875,-71.0390625,-56.95
#2408402,level,decreasing,True,3.862509045937657e-07,-5.07561192782642,-0.8823529411764706,-135,697.0,-0.1742857142857141,-50.18357142857143,-13.94285714285713
#2408501,level,decreasing,True,1.249807484171583e-07,-5.286057317205737,-0.8888888888888888,-152,816.0,-0.3566666666666667,-51.56,-28.53333333333334
#2408602,level,decreasing,True,1.302557617322009e-09,-6.067081150290519,-0.9894736842105263,-188,950.0,-0.8791666666666661,-65.55791666666667,-70.33333333333329
#2408902,level,decreasing,True,1.447586850389371e-08,-5.667662571184689,-0.9532163742690059,-163,817.0,-0.2633333333333335,-51.31,-21.06666666666668
#2415701,level,decreasing,True,0.001654595284197091,-3.146106880852449,-0.5490196078431373,-84,696.0,-0.162,-29.748,-12.96
#2416208,level,decreasing,True,0.01558684114057218,-2.418448748453097,-0.4093567251461988,-70,814.0,-0.01500000000000057,-45.83499999999999,-1.200000000000045
#2416311,level,decreasing,True,0.00111550440259589,-3.259648313132435,-0.5497076023391813,-94,814.0,-0.01899999999999977,-39.739,-1.519999999999982
#2428103,level,decreasing,True,5.737299082486658e-07,-4.999856525918563,-0.869281045751634,-133,697.0,-0.5714285714285714,-41.28785714285714,-45.71428571428571
#2430409,level,decreasing,True,8.172619887125698e-05,-3.939280899208565,-0.6862745098039216,-105,697.0,-0.3172727272727268,-34.62318181818182,-25.38181818181815
#2444201,level,decreasing,True,8.173392636035004e-07,-4.93118107177073,-0.8562091503267973,-131,695.0,-0.02700000000000031,-53.1955,-2.160000000000025
#2444202,level,decreasing,True,0.0002013219445464731,-3.717351884873319,-0.6470588235294118,-99,695.0,-0.04666666666666567,-49.03833333333334,-3.733333333333253
#2444301,level,no trend,False,0.1031203520734036,-1.629910793694642,-0.2875816993464052,-44,696.0,-0.01800000000000068,-52.61699999999999,-1.440000000000055
#2444601,level,decreasing,True,0.001105644014970153,-3.262165939786791,-0.5686274509803921,-87,695.0,-0.02285714285714288,-48.36071428571429,-1.82857142857143
#2445301,level,no trend,False,0.0981587755711435,-1.653846153846154,-0.2875816993464052,-44,676.0,-0.004545454545454287,-43.04136363636363,-0.3636363636363429
#2462601,level,decreasing,True,4.163176026139581e-09,-5.877575999747084,-0.9883040935672515,-169,817.0,-0.2011764705882371,-39.07941176470587,-16.09411764705897
#248901,level,decreasing,True,1.113794740015273e-05,-4.393813310655707,-0.7647058823529411,-117,697.0,-0.6066666666666644,-86.20333333333335,-48.53333333333315
#255301,level,decreasing,True,7.133408641557537e-08,-5.387777999768161,-0.9064327485380117,-155,817.0,-1.075999999999999,-84.936,-86.07999999999993
#256709,level,decreasing,True,1.721682223454479e-07,-5.227122731642134,-0.9084967320261438,-139,697.0,-0.8399999999999999,-78.78500000000001,-67.19999999999999
#2644,level,increasing,True,0.007083869672755538,2.692875590770658,0.4421052631578947,84,950.0,0.06420168067226885,-28.75991596638655,5.136134453781508
#2739903,level,decreasing,True,0.0,-9.338714778709013,-0.7163258682246024,-2207,55800.33333333334,-0.05821350762527237,-39.70911764705883,-4.65708061002179
#2764602,level,decreasing,True,2.212382042032779e-05,-4.242302506839994,-0.738562091503268,-113,697.0,-0.1585714285714286,-12.71214285714286,-12.68571428571429
#2764901,level,no trend,False,0.05321772076588771,1.933150011126204,0.3398692810457516,52,696.0,0.07533333333333339,-15.49533333333333,6.026666666666671
#2825604,level,increasing,True,3.736255083097717e-09,5.895465968635708,0.4493670886075949,1420,57933.33333333334,0.03437335114101035,-20.3123139335374,2.749868091280828
#2835508,level,increasing,True,0.03072784224986114,2.160579424199875,0.3790849673202614,58,696.0,0.08,-2.42,6.4
#2835602,level,no trend,False,0.5193268870341157,-0.6443833370420678,-0.1176470588235294,-18,696.0,-0.01999999999999987,-6.490000000000001,-1.599999999999989
#2835911,level,increasing,True,0.02285021602867299,2.275929725432645,0.3986928104575164,61,695.0,0.07600000000000007,-7.176,6.080000000000005
#2836601,level,no trend,False,0.08699476684116458,1.711467928025411,0.3006535947712418,46,691.3333333333334,0.01857142857142894,-33.69285714285714,1.485714285714315
#2837503,level,decreasing,True,0.0004834564830675792,-3.489758912330055,-0.6078431372549019,-93,695.0,-0.1499999999999996,-35.47000000000001,-11.99999999999997
#2851902,level,no trend,False,0.2336661258842461,1.1909680549769,0.2046783625730994,35,815.0,0.06000000000000005,-8.5,4.800000000000004
#2858903,level,decreasing,True,0.003132160694736097,-2.954460674406424,-0.5163398692810458,-79,697.0,-0.1726666666666668,-16.40233333333333,-13.81333333333334
#2859301,level,decreasing,True,0.0001117622215889291,-3.863525497300708,-0.673202614379085,-103,697.0,-0.5020000000000001,-11.003,-40.16000000000001
#30176,level,no trend,False,0.05946403678613588,-1.88474675416872,-0.3105263157894737,-59,947.0,-0.02029411764705885,-5.637205882352941,-1.623529411764708
#32157,level,decreasing,True,0.04081584761596257,-2.04539585151214,-0.3594771241830065,-55,697.0,-0.4692307692307693,-35.98153846153846,-37.53846153846155
#3257,level,decreasing,True,9.682688746348589e-07,-4.897979999789237,-0.8245614035087719,-141,817.0,-0.2119999999999997,-17.702,-16.95999999999998
#3270,level,decreasing,True,1.553067999759961e-06,-4.804283301392847,-0.7842105263157895,-149,949.0,-0.07062500000000016,-16.2540625,-5.650000000000013
#3302,level,no trend,False,0.2479958148314854,-1.155231069323108,-0.1988304093567251,-34,816.0,-0.01499999999999879,-26.77500000000001,-1.199999999999903
#3348,level,decreasing,True,2.681561958928214e-06,-4.693815275497194,-0.7894736842105263,-135,815.0,-0.125,-32.925,-10.0
#33768,level,decreasing,True,1.302557617322009e-09,-6.067081150290519,-0.9894736842105263,-188,950.0,-0.1851923076923078,-35.31067307692307,-14.81538461538463
#33928,level,decreasing,True,1.233785547061217e-07,-5.288418328862859,-0.8631578947368421,-164,950.0,-0.4949999999999996,-36.79750000000001,-39.59999999999997
#341010102240801,level,decreasing,True,0.0,-13.09134127355258,-0.9974683544303797,-3152,57933.33333333334,-0.1326890235260769,-37.07485499929139,-10.61512188208616
